YearMonth,Year,Month,Bidding,Bid_Type,Category,quantity
2014 Apr,2014,Apr,1st,Quota,Goods Vehicles and Buses,265
2014 Apr,2014,Apr,1st,Quota,Motorcycles,388
2014 Apr,2014,Apr,1st,Quota,Open,199
2014 Apr,2014,Apr,1st,Successful,Total,1569
2014 Apr,2014,Apr,1st,Successful,Cars <=1600cc,360
2014 Apr,2014,Apr,1st,Successful,Cars >1600cc,363
2014 Apr,2014,Apr,1st,Successful,Goods Vehicles and Buses,261
2014 Apr,2014,Apr,1st,Successful,Motorcycles,388
2014 Apr,2014,Apr,1st,Successful,Open,197
2014 Apr,2014,Apr,1st,Received,Total,2166
2014 Apr,2014,Apr,1st,Received,Cars <=1600cc,537
2014 Apr,2014,Apr,1st,Received,Cars >1600cc,523
2014 Apr,2014,Apr,1st,Received,Goods Vehicles and Buses,303
2014 Apr,2014,Apr,1st,Received,Motorcycles,520
2014 Apr,2014,Apr,1st,Received,Open,283
2014 Apr,2014,Apr,1st,Dollar Amount,Cars <=1600cc,77400
2014 Apr,2014,Apr,1st,Dollar Amount,Cars >1600cc,84504
2014 Apr,2014,Apr,1st,Dollar Amount,Goods Vehicles and Buses,49503
2014 Apr,2014,Apr,1st,Dollar Amount,Motorcycles,4489
2014 Apr,2014,Apr,1st,Dollar Amount,Open,84100
2014 Apr,2014,Apr,2nd,Quota,Total,1541
2014 Apr,2014,Apr,2nd,Quota,Cars <=1600cc,361
2014 Apr,2014,Apr,2nd,Quota,Cars >1600cc,351
2014 Apr,2014,Apr,2nd,Quota,Goods Vehicles and Buses,272
2014 Apr,2014,Apr,2nd,Quota,Motorcycles,365
2014 Apr,2014,Apr,2nd,Quota,Open,192
2014 Apr,2014,Apr,2nd,Successful,Total,1514
2014 Apr,2014,Apr,2nd,Successful,Cars <=1600cc,357
2014 Apr,2014,Apr,2nd,Successful,Cars >1600cc,349
2014 Apr,2014,Apr,2nd,Successful,Goods Vehicles and Buses,266
2014 Apr,2014,Apr,2nd,Successful,Motorcycles,350
2014 Apr,2014,Apr,2nd,Successful,Open,192
2014 Apr,2014,Apr,2nd,Received,Total,2193
2014 Apr,2014,Apr,2nd,Received,Cars <=1600cc,513
2014 Apr,2014,Apr,2nd,Received,Cars >1600cc,486
2014 Apr,2014,Apr,2nd,Received,Goods Vehicles and Buses,392
2014 Apr,2014,Apr,2nd,Received,Motorcycles,492
2014 Apr,2014,Apr,2nd,Received,Open,310
2014 Apr,2014,Apr,2nd,Dollar Amount,Cars <=1600cc,71335
2014 Apr,2014,Apr,2nd,Dollar Amount,Cars >1600cc,75010
2014 Apr,2014,Apr,2nd,Dollar Amount,Goods Vehicles and Buses,32890
2014 Apr,2014,Apr,2nd,Dollar Amount,Motorcycles,4502
2014 Apr,2014,Apr,2nd,Dollar Amount,Open,73810
2014 Apr,2014,Apr,2nd,PQP,Cars <=1600cc,75517
2014 Apr,2014,Apr,2nd,PQP,Cars >1600cc,79505
2014 Apr,2014,Apr,2nd,PQP,Goods Vehicles and Buses,49413
2014 Apr,2014,Apr,2nd,PQP,Motorcycles,3973
2014 May,2014,May,1st,Quota,Total,2023
2014 May,2014,May,1st,Quota,Cars <=1600cc,513
2014 May,2014,May,1st,Quota,Cars >1600cc,483
2014 May,2014,May,1st,Quota,Goods Vehicles and Buses,389
2014 May,2014,May,1st,Quota,Motorcycles,343
2014 May,2014,May,1st,Quota,Open,295
2014 May,2014,May,1st,Successful,Total,2008
2014 May,2014,May,1st,Successful,Cars <=1600cc,512
2014 May,2014,May,1st,Successful,Cars >1600cc,472
2014 May,2014,May,1st,Successful,Goods Vehicles and Buses,389
2014 May,2014,May,1st,Successful,Motorcycles,340
2014 May,2014,May,1st,Successful,Open,295
2014 May,2014,May,1st,Received,Total,3139
2014 May,2014,May,1st,Received,Cars <=1600cc,676
2014 May,2014,May,1st,Received,Cars >1600cc,778
2014 May,2014,May,1st,Received,Goods Vehicles and Buses,715
2014 May,2014,May,1st,Received,Motorcycles,445
2014 May,2014,May,1st,Received,Open,525
2014 May,2014,May,1st,Dollar Amount,Cars <=1600cc,60002
2014 May,2014,May,1st,Dollar Amount,Cars >1600cc,70002
2014 May,2014,May,1st,Dollar Amount,Goods Vehicles and Buses,36301
2014 May,2014,May,1st,Dollar Amount,Motorcycles,4001
2014 May,2014,May,1st,Dollar Amount,Open,65501
2014 May,2014,May,2nd,Quota,Total,2037
2014 May,2014,May,2nd,Quota,Cars <=1600cc,509
2014 May,2014,May,2nd,Quota,Cars >1600cc,484
2014 May,2014,May,2nd,Quota,Goods Vehicles and Buses,392
2014 May,2014,May,2nd,Quota,Motorcycles,358
2014 May,2014,May,2nd,Quota,Open,294
2014 May,2014,May,2nd,Successful,Total,1970
2014 May,2014,May,2nd,Successful,Cars <=1600cc,506
2014 May,2014,May,2nd,Successful,Cars >1600cc,477
2014 May,2014,May,2nd,Successful,Goods Vehicles and Buses,386
2014 May,2014,May,2nd,Successful,Motorcycles,316
2014 May,2014,May,2nd,Successful,Open,285
2014 May,2014,May,2nd,Received,Total,3411
2014 May,2014,May,2nd,Received,Cars <=1600cc,997
2014 May,2014,May,2nd,Received,Cars >1600cc,716
2014 May,2014,May,2nd,Received,Goods Vehicles and Buses,709
2014 May,2014,May,2nd,Received,Motorcycles,492
2014 May,2014,May,2nd,Received,Open,497
2014 May,2014,May,2nd,Dollar Amount,Cars <=1600cc,65689
2014 May,2014,May,2nd,Dollar Amount,Cars >1600cc,68103
2014 May,2014,May,2nd,Dollar Amount,Goods Vehicles and Buses,40889
2014 May,2014,May,2nd,Dollar Amount,Motorcycles,4003
2014 May,2014,May,2nd,Dollar Amount,Open,67290
2014 May,2014,May,2nd,PQP,Cars <=1600cc,71672
2014 May,2014,May,2nd,PQP,Cars >1600cc,76872
2014 May,2014,May,2nd,PQP,Goods Vehicles and Buses,44963
2014 May,2014,May,2nd,PQP,Motorcycles,4215
2014 Jun,2014,Jun,1st,Quota,Total,2025
2014 Jun,2014,Jun,1st,Quota,Cars <=1600cc,507
2014 Jun,2014,Jun,1st,Quota,Cars >1600cc,494
2014 Jun,2014,Jun,1st,Quota,Goods Vehicles and Buses,385
2014 Jun,2014,Jun,1st,Quota,Motorcycles,346
2014 Jun,2014,Jun,1st,Quota,Open,293
2014 Jun,2014,Jun,1st,Successful,Total,1999
2014 Jun,2014,Jun,1st,Successful,Cars <=1600cc,499
2014 Jun,2014,Jun,1st,Successful,Cars >1600cc,484
2014 Jun,2014,Jun,1st,Successful,Goods Vehicles and Buses,378
2014 Jun,2014,Jun,1st,Successful,Motorcycles,346
2014 Jun,2014,Jun,1st,Successful,Open,292
2014 Jun,2014,Jun,1st,Received,Total,3378
2014 Jun,2014,Jun,1st,Received,Cars <=1600cc,1040
2014 Jun,2014,Jun,1st,Received,Cars >1600cc,807
2014 Jun,2014,Jun,1st,Received,Goods Vehicles and Buses,617
2014 Jun,2014,Jun,1st,Received,Motorcycles,449
2014 Jun,2014,Jun,1st,Received,Open,465
2014 Jun,2014,Jun,1st,Dollar Amount,Cars <=1600cc,63190
2014 Jun,2014,Jun,1st,Dollar Amount,Cars >1600cc,67304
2014 Jun,2014,Jun,1st,Dollar Amount,Goods Vehicles and Buses,43001
2014 Jun,2014,Jun,1st,Dollar Amount,Motorcycles,4089
2014 Jun,2014,Jun,1st,Dollar Amount,Open,67334
2014 Jun,2014,Jun,2nd,Quota,Total,2077
2014 Jun,2014,Jun,2nd,Quota,Cars <=1600cc,509
2014 Jun,2014,Jun,2nd,Quota,Cars >1600cc,490
2014 Jun,2014,Jun,2nd,Quota,Goods Vehicles and Buses,391
2014 Jun,2014,Jun,2nd,Quota,Motorcycles,385
2014 Jun,2014,Jun,2nd,Quota,Open,302
2014 Jun,2014,Jun,2nd,Successful,Total,2023
2014 Jun,2014,Jun,2nd,Successful,Cars <=1600cc,506
2014 Jun,2014,Jun,2nd,Successful,Cars >1600cc,475
2014 Jun,2014,Jun,2nd,Successful,Goods Vehicles and Buses,385
2014 Jun,2014,Jun,2nd,Successful,Motorcycles,381
2014 Jun,2014,Jun,2nd,Successful,Open,276
2014 Jun,2014,Jun,2nd,Received,Total,3290
2014 Jun,2014,Jun,2nd,Received,Cars <=1600cc,1040
2014 Jun,2014,Jun,2nd,Received,Cars >1600cc,716
2014 Jun,2014,Jun,2nd,Received,Goods Vehicles and Buses,597
2014 Jun,2014,Jun,2nd,Received,Motorcycles,503
2014 Jun,2014,Jun,2nd,Received,Open,434
2014 Jun,2014,Jun,2nd,Dollar Amount,Cars <=1600cc,61899
2014 Jun,2014,Jun,2nd,Dollar Amount,Cars >1600cc,65700
2014 Jun,2014,Jun,2nd,Dollar Amount,Goods Vehicles and Buses,42001
2014 Jun,2014,Jun,2nd,Dollar Amount,Motorcycles,3890
2014 Jun,2014,Jun,2nd,Dollar Amount,Open,65301
2014 Jun,2014,Jun,2nd,PQP,Cars <=1600cc,66586
2014 Jun,2014,Jun,2nd,PQP,Cars >1600cc,71771
2014 Jun,2014,Jun,2nd,PQP,Goods Vehicles and Buses,40765
2014 Jun,2014,Jun,2nd,PQP,Motorcycles,4163
2014 Jul,2014,Jul,1st,Quota,Total,2036
2014 Jul,2014,Jul,1st,Quota,Cars <=1600cc,513
2014 Jul,2014,Jul,1st,Quota,Cars >1600cc,493
2014 Jul,2014,Jul,1st,Quota,Goods Vehicles and Buses,392
2014 Jul,2014,Jul,1st,Quota,Motorcycles,344
2014 Jul,2014,Jul,1st,Quota,Open,294
2014 Jul,2014,Jul,1st,Successful,Total,2016
2014 Jul,2014,Jul,1st,Successful,Cars <=1600cc,511
2014 Jul,2014,Jul,1st,Successful,Cars >1600cc,491
2014 Jul,2014,Jul,1st,Successful,Goods Vehicles and Buses,383
2014 Jul,2014,Jul,1st,Successful,Motorcycles,343
2014 Jul,2014,Jul,1st,Successful,Open,288
2014 Jul,2014,Jul,1st,Received,Total,3396
2014 Jul,2014,Jul,1st,Received,Cars <=1600cc,1075
2014 Jul,2014,Jul,1st,Received,Cars >1600cc,812
2014 Jul,2014,Jul,1st,Received,Goods Vehicles and Buses,653
2014 Jul,2014,Jul,1st,Received,Motorcycles,415
2014 Jul,2014,Jul,1st,Received,Open,441
2014 Jul,2014,Jul,1st,Dollar Amount,Cars <=1600cc,61990
2014 Jul,2014,Jul,1st,Dollar Amount,Cars >1600cc,64889
2014 Jul,2014,Jul,1st,Dollar Amount,Goods Vehicles and Buses,43390
2014 Jul,2014,Jul,1st,Dollar Amount,Motorcycles,4001
2014 Jul,2014,Jul,1st,Dollar Amount,Open,63001
2014 Jul,2014,Jul,2nd,Quota,Total,2064
2014 Jul,2014,Jul,2nd,Quota,Cars <=1600cc,509
2014 Jul,2014,Jul,2nd,Quota,Cars >1600cc,498
2014 Jul,2014,Jul,2nd,Quota,Goods Vehicles and Buses,391
2014 Jul,2014,Jul,2nd,Quota,Motorcycles,347
2014 Jul,2014,Jul,2nd,Quota,Open,319
2014 Jul,2014,Jul,2nd,Successful,Total,2051
2014 Jul,2014,Jul,2nd,Successful,Cars <=1600cc,505
2014 Jul,2014,Jul,2nd,Successful,Cars >1600cc,497
2014 Jul,2014,Jul,2nd,Successful,Goods Vehicles and Buses,391
2014 Jul,2014,Jul,2nd,Successful,Motorcycles,341
2014 Jul,2014,Jul,2nd,Successful,Open,317
2014 Jul,2014,Jul,2nd,Received,Total,3712
2014 Jul,2014,Jul,2nd,Received,Cars <=1600cc,1190
2014 Jul,2014,Jul,2nd,Received,Cars >1600cc,850
2014 Jul,2014,Jul,2nd,Received,Goods Vehicles and Buses,779
2014 Jul,2014,Jul,2nd,Received,Motorcycles,410
2014 Jul,2014,Jul,2nd,Received,Open,483
2014 Jul,2014,Jul,2nd,Dollar Amount,Cars <=1600cc,62890
2014 Jul,2014,Jul,2nd,Dollar Amount,Cars >1600cc,65001
2014 Jul,2014,Jul,2nd,Dollar Amount,Goods Vehicles and Buses,52010
2014 Jul,2014,Jul,2nd,Dollar Amount,Motorcycles,4252
2014 Jul,2014,Jul,2nd,Dollar Amount,Open,65002
2014 Jul,2014,Jul,2nd,PQP,Cars <=1600cc,62610
2014 Jul,2014,Jul,2nd,PQP,Cars >1600cc,66834
2014 Jul,2014,Jul,2nd,PQP,Goods Vehicles and Buses,42932
2014 Jul,2014,Jul,2nd,PQP,Motorcycles,4040
2014 Aug,2014,Aug,1st,Quota,Total,1909
2014 Aug,2014,Aug,1st,Quota,Cars <=1600cc,574
2014 Aug,2014,Aug,1st,Quota,Cars >1600cc,507
2014 Aug,2014,Aug,1st,Quota,Goods Vehicles and Buses,267
2014 Aug,2014,Aug,1st,Quota,Motorcycles,316
2014 Aug,2014,Aug,1st,Quota,Open,245
2014 Aug,2014,Aug,1st,Successful,Total,1900
2014 Aug,2014,Aug,1st,Successful,Cars <=1600cc,574
2014 Aug,2014,Aug,1st,Successful,Cars >1600cc,501
2014 Aug,2014,Aug,1st,Successful,Goods Vehicles and Buses,267
2014 Aug,2014,Aug,1st,Successful,Motorcycles,315
2014 Aug,2014,Aug,1st,Successful,Open,243
2014 Aug,2014,Aug,1st,Received,Total,3484
2014 Aug,2014,Aug,1st,Received,Cars <=1600cc,1086
2014 Aug,2014,Aug,1st,Received,Cars >1600cc,1090
2014 Aug,2014,Aug,1st,Received,Goods Vehicles and Buses,519
2014 Aug,2014,Aug,1st,Received,Motorcycles,360
2014 Aug,2014,Aug,1st,Received,Open,429
2014 Aug,2014,Aug,1st,Dollar Amount,Cars <=1600cc,64600
2014 Aug,2014,Aug,1st,Dollar Amount,Cars >1600cc,68689
2014 Aug,2014,Aug,1st,Dollar Amount,Goods Vehicles and Buses,54009
2014 Aug,2014,Aug,1st,Dollar Amount,Motorcycles,4353
2014 Aug,2014,Aug,1st,Dollar Amount,Open,69001
2014 Aug,2014,Aug,2nd,Quota,Total,1901
2014 Aug,2014,Aug,2nd,Quota,Cars <=1600cc,575
2014 Aug,2014,Aug,2nd,Quota,Cars >1600cc,506
2014 Aug,2014,Aug,2nd,Quota,Goods Vehicles and Buses,257
2014 Aug,2014,Aug,2nd,Quota,Motorcycles,322
2014 Aug,2014,Aug,2nd,Quota,Open,241
2014 Aug,2014,Aug,2nd,Successful,Total,1871
2014 Aug,2014,Aug,2nd,Successful,Cars <=1600cc,574
2014 Aug,2014,Aug,2nd,Successful,Cars >1600cc,502
2014 Aug,2014,Aug,2nd,Successful,Goods Vehicles and Buses,254
2014 Aug,2014,Aug,2nd,Successful,Motorcycles,317
2014 Aug,2014,Aug,2nd,Successful,Open,224
2014 Aug,2014,Aug,2nd,Received,Total,3277
2014 Aug,2014,Aug,2nd,Received,Cars <=1600cc,994
2014 Aug,2014,Aug,2nd,Received,Cars >1600cc,1137
2014 Aug,2014,Aug,2nd,Received,Goods Vehicles and Buses,427
2014 Aug,2014,Aug,2nd,Received,Motorcycles,361
2014 Aug,2014,Aug,2nd,Received,Open,358
2014 Aug,2014,Aug,2nd,Dollar Amount,Cars <=1600cc,65710
2014 Aug,2014,Aug,2nd,Dollar Amount,Cars >1600cc,72990
2014 Aug,2014,Aug,2nd,Dollar Amount,Goods Vehicles and Buses,52390
2014 Aug,2014,Aug,2nd,Dollar Amount,Motorcycles,4354
2014 Aug,2014,Aug,2nd,Dollar Amount,Open,72810
2014 Aug,2014,Aug,2nd,PQP,Cars <=1600cc,63380
2014 Aug,2014,Aug,2nd,PQP,Cars >1600cc,67429
2014 Aug,2014,Aug,2nd,PQP,Goods Vehicles and Buses,47801
2014 Aug,2014,Aug,2nd,PQP,Motorcycles,4157
2014 Sep,2014,Sep,1st,Quota,Total,1898
2014 Sep,2014,Sep,1st,Quota,Cars <=1600cc,572
2014 Sep,2014,Sep,1st,Quota,Cars >1600cc,511
2014 Sep,2014,Sep,1st,Quota,Goods Vehicles and Buses,258
2014 Sep,2014,Sep,1st,Quota,Motorcycles,316
2014 Sep,2014,Sep,1st,Quota,Open,241
2014 Sep,2014,Sep,1st,Successful,Total,1886
2014 Sep,2014,Sep,1st,Successful,Cars <=1600cc,568
2014 Sep,2014,Sep,1st,Successful,Cars >1600cc,511
2014 Sep,2014,Sep,1st,Successful,Goods Vehicles and Buses,256
2014 Sep,2014,Sep,1st,Successful,Motorcycles,316
2014 Sep,2014,Sep,1st,Successful,Open,235
2014 Sep,2014,Sep,1st,Received,Total,2918
2014 Sep,2014,Sep,1st,Received,Cars <=1600cc,813
2014 Sep,2014,Sep,1st,Received,Cars >1600cc,909
2014 Sep,2014,Sep,1st,Received,Goods Vehicles and Buses,429
2014 Sep,2014,Sep,1st,Received,Motorcycles,382
2014 Sep,2014,Sep,1st,Received,Open,385
2014 Sep,2014,Sep,1st,Dollar Amount,Cars <=1600cc,64841
2014 Sep,2014,Sep,1st,Dollar Amount,Cars >1600cc,73010
2014 Sep,2014,Sep,1st,Dollar Amount,Goods Vehicles and Buses,49901
2014 Sep,2014,Sep,1st,Dollar Amount,Motorcycles,4453
2014 Sep,2014,Sep,1st,Dollar Amount,Open,74403
2014 Sep,2014,Sep,2nd,Quota,Total,1919
2014 Sep,2014,Sep,2nd,Quota,Cars <=1600cc,573
2014 Sep,2014,Sep,2nd,Quota,Cars >1600cc,509
2014 Sep,2014,Sep,2nd,Quota,Goods Vehicles and Buses,261
2014 Sep,2014,Sep,2nd,Quota,Motorcycles,320
2014 Sep,2014,Sep,2nd,Quota,Open,256
2014 Sep,2014,Sep,2nd,Successful,Total,1902
2014 Sep,2014,Sep,2nd,Successful,Cars <=1600cc,573
2014 Sep,2014,Sep,2nd,Successful,Cars >1600cc,507
2014 Sep,2014,Sep,2nd,Successful,Goods Vehicles and Buses,252
2014 Sep,2014,Sep,2nd,Successful,Motorcycles,318
2014 Sep,2014,Sep,2nd,Successful,Open,252
2014 Sep,2014,Sep,2nd,Received,Total,2803
2014 Sep,2014,Sep,2nd,Received,Cars <=1600cc,792
2014 Sep,2014,Sep,2nd,Received,Cars >1600cc,785
2014 Sep,2014,Sep,2nd,Received,Goods Vehicles and Buses,437
2014 Sep,2014,Sep,2nd,Received,Motorcycles,394
2014 Sep,2014,Sep,2nd,Received,Open,395
2014 Sep,2014,Sep,2nd,Dollar Amount,Cars <=1600cc,62000
2014 Sep,2014,Sep,2nd,Dollar Amount,Cars >1600cc,71990
2014 Sep,2014,Sep,2nd,Dollar Amount,Goods Vehicles and Buses,49889
2014 Sep,2014,Sep,2nd,Dollar Amount,Motorcycles,4504
2014 Sep,2014,Sep,2nd,Dollar Amount,Open,74801
2014 Sep,2014,Sep,2nd,PQP,Cars <=1600cc,63672
2014 Sep,2014,Sep,2nd,PQP,Cars >1600cc,69429
2014 Sep,2014,Sep,2nd,PQP,Goods Vehicles and Buses,50265
2014 Sep,2014,Sep,2nd,PQP,Motorcycles,4320
2014 Oct,2014,Oct,1st,Quota,Total,1900
2014 Oct,2014,Oct,1st,Quota,Cars <=1600cc,575
2014 Oct,2014,Oct,1st,Quota,Cars >1600cc,505
2014 Oct,2014,Oct,1st,Quota,Goods Vehicles and Buses,259
2014 Oct,2014,Oct,1st,Quota,Motorcycles,316
2014 Oct,2014,Oct,1st,Quota,Open,245
2014 Oct,2014,Oct,1st,Successful,Total,1880
2014 Oct,2014,Oct,1st,Successful,Cars <=1600cc,570
2014 Oct,2014,Oct,1st,Successful,Cars >1600cc,501
2014 Oct,2014,Oct,1st,Successful,Goods Vehicles and Buses,257
2014 Oct,2014,Oct,1st,Successful,Motorcycles,316
2014 Oct,2014,Oct,1st,Successful,Open,236
2014 Oct,2014,Oct,1st,Received,Total,3357
2014 Oct,2014,Oct,1st,Received,Cars <=1600cc,1097
2014 Oct,2014,Oct,1st,Received,Cars >1600cc,852
2014 Oct,2014,Oct,1st,Received,Goods Vehicles and Buses,516
2014 Oct,2014,Oct,1st,Received,Motorcycles,502
2014 Oct,2014,Oct,1st,Received,Open,390
2014 Oct,2014,Oct,1st,Dollar Amount,Cars <=1600cc,63880
2014 Oct,2014,Oct,1st,Dollar Amount,Cars >1600cc,72180
2014 Oct,2014,Oct,1st,Dollar Amount,Goods Vehicles and Buses,57389
2014 Oct,2014,Oct,1st,Dollar Amount,Motorcycles,4800
2014 Oct,2014,Oct,1st,Dollar Amount,Open,72003
2014 Oct,2014,Oct,2nd,Quota,Total,1905
2014 Oct,2014,Oct,2nd,Quota,Cars <=1600cc,572
2014 Oct,2014,Oct,2nd,Quota,Cars >1600cc,507
2014 Oct,2014,Oct,2nd,Quota,Goods Vehicles and Buses,267
2014 Oct,2014,Oct,2nd,Quota,Motorcycles,317
2014 Oct,2014,Oct,2nd,Quota,Open,242
2014 Oct,2014,Oct,2nd,Successful,Total,1893
2014 Oct,2014,Oct,2nd,Successful,Cars <=1600cc,569
2014 Oct,2014,Oct,2nd,Successful,Cars >1600cc,506
2014 Oct,2014,Oct,2nd,Successful,Goods Vehicles and Buses,266
2014 Oct,2014,Oct,2nd,Successful,Motorcycles,310
2014 Oct,2014,Oct,2nd,Successful,Open,242
2014 Oct,2014,Oct,2nd,Received,Total,3096
2014 Oct,2014,Oct,2nd,Received,Cars <=1600cc,1092
2014 Oct,2014,Oct,2nd,Received,Cars >1600cc,822
2014 Oct,2014,Oct,2nd,Received,Goods Vehicles and Buses,416
2014 Oct,2014,Oct,2nd,Received,Motorcycles,431
2014 Oct,2014,Oct,2nd,Received,Open,335
2014 Oct,2014,Oct,2nd,Dollar Amount,Cars <=1600cc,63990
2014 Oct,2014,Oct,2nd,Dollar Amount,Cars >1600cc,72002
2014 Oct,2014,Oct,2nd,Dollar Amount,Goods Vehicles and Buses,61000
2014 Oct,2014,Oct,2nd,Dollar Amount,Motorcycles,4412
2014 Oct,2014,Oct,2nd,Dollar Amount,Open,72201
2014 Oct,2014,Oct,2nd,PQP,Cars <=1600cc,64171
2014 Oct,2014,Oct,2nd,PQP,Cars >1600cc,71811
2014 Oct,2014,Oct,2nd,PQP,Goods Vehicles and Buses,54097
2014 Oct,2014,Oct,2nd,PQP,Motorcycles,4480
2014 Nov,2014,Nov,1st,Quota,Total,2008
2014 Nov,2014,Nov,1st,Quota,Cars <=1600cc,703
2014 Nov,2014,Nov,1st,Quota,Cars >1600cc,574
2014 Nov,2014,Nov,1st,Quota,Goods Vehicles and Buses,143
2014 Nov,2014,Nov,1st,Quota,Motorcycles,316
2014 Nov,2014,Nov,1st,Quota,Open,272
2014 Nov,2014,Nov,1st,Successful,Total,1980
2014 Nov,2014,Nov,1st,Successful,Cars <=1600cc,692
2014 Nov,2014,Nov,1st,Successful,Cars >1600cc,559
2014 Nov,2014,Nov,1st,Successful,Goods Vehicles and Buses,143
2014 Nov,2014,Nov,1st,Successful,Motorcycles,315
2014 Nov,2014,Nov,1st,Successful,Open,271
2014 Nov,2014,Nov,1st,Received,Total,3068
2014 Nov,2014,Nov,1st,Received,Cars <=1600cc,1196
2014 Nov,2014,Nov,1st,Received,Cars >1600cc,832
2014 Nov,2014,Nov,1st,Received,Goods Vehicles and Buses,257
2014 Nov,2014,Nov,1st,Received,Motorcycles,380
2014 Nov,2014,Nov,1st,Received,Open,403
2014 Nov,2014,Nov,1st,Dollar Amount,Cars <=1600cc,64900
2014 Nov,2014,Nov,1st,Dollar Amount,Cars >1600cc,70890
2014 Nov,2014,Nov,1st,Dollar Amount,Goods Vehicles and Buses,63701
2014 Nov,2014,Nov,1st,Dollar Amount,Motorcycles,4290
2014 Nov,2014,Nov,1st,Dollar Amount,Open,71300
2014 Nov,2014,Nov,2nd,Quota,Total,2000
2014 Nov,2014,Nov,2nd,Quota,Cars <=1600cc,701
2014 Nov,2014,Nov,2nd,Quota,Cars >1600cc,570
2014 Nov,2014,Nov,2nd,Quota,Goods Vehicles and Buses,142
2014 Nov,2014,Nov,2nd,Quota,Motorcycles,324
2014 Nov,2014,Nov,2nd,Quota,Open,263
2014 Nov,2014,Nov,2nd,Successful,Total,1973
2014 Nov,2014,Nov,2nd,Successful,Cars <=1600cc,694
2014 Nov,2014,Nov,2nd,Successful,Cars >1600cc,560
2014 Nov,2014,Nov,2nd,Successful,Goods Vehicles and Buses,134
2014 Nov,2014,Nov,2nd,Successful,Motorcycles,322
2014 Nov,2014,Nov,2nd,Successful,Open,263
2014 Nov,2014,Nov,2nd,Received,Total,3075
2014 Nov,2014,Nov,2nd,Received,Cars <=1600cc,1144
2014 Nov,2014,Nov,2nd,Received,Cars >1600cc,900
2014 Nov,2014,Nov,2nd,Received,Goods Vehicles and Buses,260
2014 Nov,2014,Nov,2nd,Received,Motorcycles,389
2014 Nov,2014,Nov,2nd,Received,Open,382
2014 Nov,2014,Nov,2nd,Dollar Amount,Cars <=1600cc,67889
2014 Nov,2014,Nov,2nd,Dollar Amount,Cars >1600cc,72890
2014 Nov,2014,Nov,2nd,Dollar Amount,Goods Vehicles and Buses,65001
2014 Nov,2014,Nov,2nd,Dollar Amount,Motorcycles,4189
2014 Nov,2014,Nov,2nd,Dollar Amount,Open,73900
2014 Nov,2014,Nov,2nd,PQP,Cars <=1600cc,64584
2014 Nov,2014,Nov,2nd,PQP,Cars >1600cc,72161
2014 Nov,2014,Nov,2nd,PQP,Goods Vehicles and Buses,57814
2014 Nov,2014,Nov,2nd,PQP,Motorcycles,4442
2014 Dec,2014,Dec,1st,Quota,Total,2017
2014 Dec,2014,Dec,1st,Quota,Cars <=1600cc,709
2014 Dec,2014,Dec,1st,Quota,Cars >1600cc,584
2014 Dec,2014,Dec,1st,Quota,Goods Vehicles and Buses,141
2014 Dec,2014,Dec,1st,Quota,Motorcycles,318
2014 Dec,2014,Dec,1st,Quota,Open,265
2014 Dec,2014,Dec,1st,Successful,Total,1982
2014 Dec,2014,Dec,1st,Successful,Cars <=1600cc,703
2014 Dec,2014,Dec,1st,Successful,Cars >1600cc,582
2014 Dec,2014,Dec,1st,Successful,Goods Vehicles and Buses,126
2014 Dec,2014,Dec,1st,Successful,Motorcycles,314
2014 Dec,2014,Dec,1st,Successful,Open,257
2014 Dec,2014,Dec,1st,Received,Total,2827
2014 Dec,2014,Dec,1st,Received,Cars <=1600cc,996
2014 Dec,2014,Dec,1st,Received,Cars >1600cc,873
2014 Dec,2014,Dec,1st,Received,Goods Vehicles and Buses,196
2014 Dec,2014,Dec,1st,Received,Motorcycles,392
2014 Dec,2014,Dec,1st,Received,Open,370
2014 Dec,2014,Dec,1st,Dollar Amount,Cars <=1600cc,67089
2014 Dec,2014,Dec,1st,Dollar Amount,Cars >1600cc,74389
2014 Dec,2014,Dec,1st,Dollar Amount,Goods Vehicles and Buses,60001
2014 Dec,2014,Dec,1st,Dollar Amount,Motorcycles,4210
2014 Dec,2014,Dec,1st,Dollar Amount,Open,76904
2014 Dec,2014,Dec,2nd,Quota,Total,2016
2014 Dec,2014,Dec,2nd,Quota,Cars <=1600cc,705
2014 Dec,2014,Dec,2nd,Quota,Cars >1600cc,579
2014 Dec,2014,Dec,2nd,Quota,Goods Vehicles and Buses,149
2014 Dec,2014,Dec,2nd,Quota,Motorcycles,319
2014 Dec,2014,Dec,2nd,Quota,Open,264
2014 Dec,2014,Dec,2nd,Successful,Total,1954
2014 Dec,2014,Dec,2nd,Successful,Cars <=1600cc,699
2014 Dec,2014,Dec,2nd,Successful,Cars >1600cc,572
2014 Dec,2014,Dec,2nd,Successful,Goods Vehicles and Buses,149
2014 Dec,2014,Dec,2nd,Successful,Motorcycles,270
2014 Dec,2014,Dec,2nd,Successful,Open,264
2014 Dec,2014,Dec,2nd,Received,Total,2704
2014 Dec,2014,Dec,2nd,Received,Cars <=1600cc,868
2014 Dec,2014,Dec,2nd,Received,Cars >1600cc,755
2014 Dec,2014,Dec,2nd,Received,Goods Vehicles and Buses,268
2014 Dec,2014,Dec,2nd,Received,Motorcycles,367
2014 Dec,2014,Dec,2nd,Received,Open,446
